Year,Sampling,Technique,Classifier,Test Split Size,Train Split Size,Iteration,Training Data,Precision,Recall,AUC,Accuracy
2014,Oversampling,ROS,Logistic Regression,0.17,0.83,1,5%,0.7577770717194766,0.389578569095067,0.632534266136796,0.6325523037403299
2014,Oversampling,ROS,Decision Tree,0.17,0.83,1,5%,0.7880915702360907,0.40891516097851144,0.6493204601104268,0.6489691441336622
2014,Oversampling,ROS,Naive Bayes,0.17,0.83,1,5%,0.8000929152148665,0.43118599934903984,0.6621183265125177,0.6629622700343
2014,Oversampling,ROS,XGBoost,0.17,0.83,1,5%,0.8071119184015649,0.4366543200544259,0.6661501247259808,0.6661501247259808
2014,Oversampling,ROS,Random Forest,0.17,0.83,1,5%,0.8142992296256251,0.4438305709023941,0.6717143355060016,0.6726338958180484
2014,Oversampling,ROS,Logistic Regression,0.33,0.67,1,5%,0.5620117779913951,0.8942264856998604,0.5987197281807296,0.598697789062616
2014,Oversampling,ROS,Decision Tree,0.33,0.67,1,5%,0.5808559908782076,0.9185441296750688,0.6268926394194617,0.6273188439521571
2014,Oversampling,ROS,Naive Bayes,0.33,0.67,1,5%,0.5901899739500603,0.9302721514233494,0.6445117281449402,0.6434674150296227
2014,Oversampling,ROS,XGBoost,0.33,0.67,1,5%,0.6004919693242656,0.9411142187618112,0.6574948975735128,0.6574948975735128
2014,Oversampling,ROS,Random Forest,0.33,0.67,1,5%,0.603486750348675,0.9562430939226519,0.6665029864936607,0.6653338224504769
2014,Oversampling,ROS,Logistic Regression,0.5,0.5,1,5%,0.5816573337725284,0.9177630602001723,0.6288913293636567,0.628869882845561
2014,Oversampling,ROS,Decision Tree,0.5,0.5,1,5%,0.7363265821984897,0.43319205888913676,0.6388074800681818,0.6385070042351189
2014,Oversampling,ROS,Naive Bayes,0.5,0.5,1,5%,0.5955242370127258,0.9267669812974136,0.6509487339752466,0.649940754599314
2014,Oversampling,ROS,XGBoost,0.5,0.5,1,5%,0.7629767800861903,0.44833320734749416,0.6545279310605489,0.6545279310605487
2014,Oversampling,ROS,Random Forest,0.5,0.5,1,5%,0.6016457382039574,0.9317863720073665,0.659901224001491,0.6588041085840058
2014,Oversampling,ROS,Logistic Regression,0.67,0.33,1,5%,0.2137299159514122,0.7904333022131913,0.6679384607816611,0.5785632619121861
2014,Oversampling,ROS,Decision Tree,0.67,0.33,1,5%,0.2211874488809577,0.8193774962126429,0.6842251423676196,0.5856099036626797
2014,Oversampling,ROS,Naive Bayes,0.67,0.33,1,5%,0.2335194411757342,0.823794382617912,0.6895829856824764,0.5932772061116308
2014,Oversampling,ROS,XGBoost,0.67,0.33,1,5%,0.23206591579106509,0.8381108381108381,0.6962214642407667,0.5936200771033335
2014,Oversampling,ROS,Random Forest,0.67,0.33,1,5%,0.23432780847145487,0.8493991989319092,0.7036917321472219,0.5980190755685987
2014,Oversampling,ROS,Logistic Regression,0.83,0.17,1,5%,0.9014730777226694,0.5824833766707286,0.6277023305230522,0.6276820051375711
2014,Oversampling,ROS,Decision Tree,0.83,0.17,1,5%,0.9245854710387389,0.597752673957457,0.6502902746233796,0.6506911155582445
2014,Oversampling,ROS,Naive Bayes,0.83,0.17,1,5%,0.9348539095165369,0.6064380958568157,0.6662886140514036,0.6653071406298722
2014,Oversampling,ROS,XGBoost,0.83,0.17,1,5%,0.945989870738529,0.6154016375304271,0.6773943608738378,0.6773943608738378
2014,Oversampling,ROS,Random Forest,0.83,0.17,1,5%,0.9579373848987108,0.6186489058039962,0.6860932814153766,0.6849963316214234
2014,Oversampling,ROS,Logistic Regression,0.17,0.83,2,10%,0.7750642673521851,0.2747152619589977,0.5971277459220276,0.5956521739130435
2014,Oversampling,ROS,Decision Tree,0.17,0.83,2,10%,0.6023782980304719,0.9294724770642202,0.6576179836526612,0.6577739529546759
2014,Oversampling,ROS,Naive Bayes,0.17,0.83,2,10%,0.611138986452584,0.9552941176470588,0.6854147812971343,0.6801230296039985
2014,Oversampling,ROS,XGBoost,0.17,0.83,2,10%,0.6291600633914421,0.9297423887587822,0.6937240333133424,0.6924868957483984
2014,Oversampling,ROS,Random Forest,0.17,0.83,2,10%,0.6043613707165109,0.9260143198090692,0.6904749710633329,0.6779661016949152
2014,Oversampling,ROS,Logistic Regression,0.33,0.67,2,10%,0.5559586938319844,0.9075170842824601,0.5880114157044485,0.5894736842105263
2014,Oversampling,ROS,Decision Tree,0.33,0.67,2,10%,0.5612353567625133,0.9065366972477065,0.5985037102771253,0.5986804360298337
2014,Oversampling,ROS,Naive Bayes,0.33,0.67,2,10%,0.5789733464955578,0.92,0.6383559577677225,0.6328335255670896
2014,Oversampling,ROS,XGBoost,0.33,0.67,2,10%,0.5961977186311787,0.9180327868852459,0.6513686530022985,0.6499708794408853
2014,Oversampling,ROS,Random Forest,0.33,0.67,2,10%,0.5610119047619048,0.8997613365155132,0.633357063107542,0.6192090395480226
2014,Oversampling,ROS,Logistic Regression,0.5,0.5,2,10%,0.8083670715249662,0.27289293849658314,0.6038027910873721,0.6022883295194508
2014,Oversampling,ROS,Decision Tree,0.5,0.5,2,10%,0.648626817447496,0.46043577981651373,0.6053614031114716,0.6052782558806655
2014,Oversampling,ROS,Naive Bayes,0.5,0.5,2,10%,0.6245487364620939,0.9498039215686275,0.7003921568627451,0.6955017301038062
2014,Oversampling,ROS,XGBoost,0.5,0.5,2,10%,0.6405750798722045,0.9391100702576113,0.7088366110268357,0.7076295864880606
2014,Oversampling,ROS,Random Forest,0.5,0.5,2,10%,0.6144200626959248,0.9355608591885441,0.7038319317401949,0.6915254237288135
