Label,Sampling,Technique,Classifier,Test Split Size,Train Split Size,Iteration,Subsample,Precision,Recall,AUC,Accuracy
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,11,55%,0.436948477,0.887147335,0.676202676,0.676202676
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,11,55%,0.444751381,0.874027994,0.682320442,0.682320442
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,12,60%,0.782170389,0.405638134,0.646335213,0.646335213
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,12,60%,0.819909955,0.421282611,0.664374759,0.664374759
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,12,60%,0.821960298,0.456424389,0.678789084,0.678808232
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,12,60%,0.82293666,0.447546973,0.675638866,0.675668624
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,12,60%,0.840782123,0.457446809,0.685432265,0.685489997
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,12,60%,0.559733094,0.89431061,0.595438237,0.595438237
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,12,60%,0.811536089,0.338131346,0.629803367,0.629803367
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,12,60%,0.814501288,0.381157423,0.64718281,0.647205718
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,12,60%,0.820155902,0.384394572,0.650063187,0.650097847
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,12,60%,0.827586207,0.389057751,0.654022546,0.654089643
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,12,60%,0.726349303,0.491132752,0.653049718,0.653049718
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,12,60%,0.804850149,0.452126976,0.671250482,0.671250482
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,12,60%,0.61849711,0.921460558,0.676590448,0.676569362
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,12,60%,0.624370769,0.938674322,0.687051745,0.687018917
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,12,60%,0.639957265,0.910334347,0.699217806,0.699164345
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,12,60%,0.254741158,0.80786736,0.682745899,0.597078421
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,12,60%,0.284924817,0.842325228,0.706004068,0.615794885
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,12,60%,0.294350672,0.881836945,0.729187207,0.627486438
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,12,60%,0.30506263,0.883597884,0.731849399,0.632485323
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,12,60%,0.308004053,0.899408284,0.741027087,0.636870094
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,12,60%,0.896360841,0.80786736,0.63475141,0.63475141
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,12,60%,0.40508932,0.842325228,0.659555327,0.659555327
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,12,60%,0.455046504,0.881836945,0.677497421,0.677516576
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,12,60%,0.438413361,0.883597884,0.675768121,0.675799087
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,12,60%,0.445795339,0.899408284,0.683910328,0.683970625
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,13,65%,0.634377603,0.936979561,0.698502081,0.698490798
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,13,65%,0.649677893,0.945077106,0.717704053,0.71771754
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,13,65%,0.666815194,0.951518042,0.738000674,0.738017646
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,13,65%,0.667505452,0.958333333,0.740486513,0.740486513
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,13,65%,0.673241289,0.957456755,0.746376812,0.746376812
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,13,65%,0.885088583,0.340367146,0.64809066,0.648105218
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,13,65%,0.915343915,0.389916963,0.6769255,0.676908476
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,13,65%,0.954711468,0.415514227,0.697900198,0.697877752
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,13,65%,0.958083832,0.4238921,0.70267341,0.70267341
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,13,65%,0.967948718,0.423562412,0.704768583,0.704768583
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,13,65%,0.638247793,0.923732021,0.700109931,0.700099352
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,13,65%,0.915215399,0.473784104,0.714944016,0.714929711
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,13,65%,0.944959802,0.485773327,0.72873722,0.728717908
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,13,65%,0.945218199,0.490366089,0.730973025,0.730973025
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,13,65%,0.95559667,0.482935951,0.730247779,0.730247779
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,13,65%,0.958932627,0.59197383,0.741979946,0.649004116
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,13,65%,0.970344009,0.602134707,0.762887757,0.664570852
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,13,65%,0.975997457,0.610277308,0.775178337,0.676337334
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,13,65%,0.980973025,0.611653401,0.781814543,0.679070328
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,13,65%,0.978494624,0.612525607,0.779549679,0.679756896
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,13,65%,0.411998486,0.59197383,0.678702432,0.678715049
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,13,65%,0.460616845,0.602134707,0.708479024,0.708464322
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,13,65%,0.475282149,0.610277308,0.72150435,0.721484779
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,13,65%,0.479287091,0.611653401,0.728805395,0.728805395
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,13,65%,0.473585788,0.612525607,0.728845255,0.728845255
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,14,70%,0.790462931,0.399086196,0.646643274,0.646632398
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,14,70%,0.806639004,0.428288169,0.662805537,0.662792619
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,14,70%,0.81823159,0.44124594,0.671612046,0.671612046
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,14,70%,0.831553974,0.470364572,0.687541937,0.687541937
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,14,70%,0.824109174,0.471993053,0.685649304,0.68569568
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,14,70%,0.797993616,0.307530094,0.614837103,0.614823602
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,14,70%,0.803106212,0.353161489,0.633284501,0.633269072
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,14,70%,0.79501385,0.381310895,0.6414969,0.6414969
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,14,70%,0.820512821,0.407962425,0.659360322,0.659360322
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,14,70%,0.819542254,0.404255319,0.657639812,0.657694812
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,14,70%,0.758142252,0.456111062,0.655296304,0.655287553
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,14,70%,0.757424921,0.502864067,0.670898818,0.670889562
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,14,70%,0.780167535,0.508709773,0.682683791,0.682683791
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,14,70%,0.793126685,0.526504138,0.694587341,0.694587341
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,14,70%,0.628290425,0.943117673,0.692695989,0.692641632
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,14,70%,0.250593094,0.810687891,0.683730891,0.596019507
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,14,70%,0.287287949,0.84373989,0.707119547,0.617020105
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,14,70%,0.282403307,0.867967332,0.719729435,0.619722468
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,14,70%,0.297025274,0.887107548,0.732472512,0.629613062
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,14,70%,0.306122449,0.899234694,0.740619178,0.635988713
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,14,70%,0.380458659,0.810687891,0.643832142,0.64382057
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,14,70%,0.410552985,0.84373989,0.657573507,0.657559901
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,14,70%,0.431945675,0.867967332,0.66592855,0.66592855
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,14,70%,0.462089018,0.887107548,0.684298815,0.684298815
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,14,70%,0.462006079,0.899234694,0.686081165,0.686129802
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,15,75%,0.794538575,0.396096441,0.646830309,0.646820027
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,15,75%,0.812901968,0.428850504,0.665073,0.665073
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,15,75%,0.821896685,0.44061725,0.672568201,0.672568201
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,15,75%,0.825122226,0.457941975,0.680432365,0.680409143
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,15,75%,0.814070352,0.459481361,0.677269044,0.677269044
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,15,75%,0.770231214,0.305970149,0.607344133,0.607331775
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,15,75%,0.796147673,0.356981287,0.632788402,0.632788402
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,15,75%,0.817768344,0.37158997,0.644392395,0.644392395
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,15,75%,0.808941375,0.40033396,0.652880967,0.652854608
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,15,75%,0.816666667,0.397082658,0.653970827,0.653970827
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,15,75%,0.775972574,0.426931278,0.651831915,0.651822692
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,15,75%,0.792808829,0.457947769,0.669134279,0.669134279
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,15,75%,0.80835906,0.468999724,0.678906035,0.678906035
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,15,75%,0.806273699,0.488207055,0.685439644,0.685419059
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,15,75%,0.803763441,0.484602917,0.683144246,0.683144246
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,15,75%,0.25684763,0.816688396,0.687879037,0.599581744
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,15,75%,0.282747275,0.864779874,0.718033988,0.619267942
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,15,75%,0.289887021,0.871943639,0.723049403,0.623656655
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,15,75%,0.306199123,0.874255066,0.726827647,0.631040601
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,15,75%,0.288492707,0.896725441,0.736387829,0.627633712
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,15,75%,0.377316713,0.816688396,0.638096559,0.638085865
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,15,75%,0.413119474,0.864779874,0.660034958,0.660034958
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,15,75%,0.428354919,0.871943639,0.670639295,0.670639295
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,15,75%,0.447714465,0.874255066,0.67709314,0.677069199
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,15,75%,0.442058347,0.896725441,0.676053485,0.676053485
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,16,80%,0.784959412,0.394018605,0.643038364,0.643038364
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,16,80%,0.807911684,0.423228916,0.661296355,0.661284881
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,16,80%,0.811698905,0.449883751,0.672758977,0.672758977
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,16,80%,0.816036099,0.460078278,0.678180039,0.678180039
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,16,80%,0.83218232,0.457652867,0.68266382,0.682621083
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,16,80%,0.773938796,0.301376182,0.60667333,0.60667333
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,16,80%,0.794788274,0.352771084,0.630838983,0.630825582
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,16,80%,0.814938685,0.377680186,0.645957117,0.645957117
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,16,80%,0.807224185,0.402348337,0.653131115,0.653131115
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,16,80%,0.82618862,0.402582605,0.658928081,0.658879392
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,16,80%,0.730045872,0.489428769,0.654224648,0.654224648
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,16,80%,0.789859907,0.456481928,0.667512219,0.667502048
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,16,80%,0.801858254,0.479333506,0.68044433,0.68044433
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,16,80%,0.779308324,0.52035225,0.686497065,0.686497065
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,16,80%,0.800470865,0.516521079,0.693860843,0.69382716
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,16,80%,0.252710079,0.82629462,0.692599116,0.599792419
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,16,80%,0.275662651,0.845653459,0.706468119,0.612656032
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,16,80%,0.287780935,0.875786164,0.724832804,0.623482304
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,16,80%,0.2962818,0.869115959,0.722479659,0.625831703
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,16,80%,0.294720851,0.902325581,0.74037959,0.631339031
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,16,80%,0.385561621,0.82629462,0.639694011,0.639694011
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,16,80%,0.407710843,0.845653459,0.655706202,0.65569425
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,16,80%,0.438129682,0.875786164,0.675471454,0.675471454
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,16,80%,0.448727984,0.869115959,0.676614481,0.676614481
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,16,80%,0.450436764,0.902325581,0.685324765,0.685280152
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,17,85%,0.779958535,0.408321274,0.646562952,0.646562952
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,17,85%,0.811035654,0.433366597,0.66619795,0.66619795
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,17,85%,0.816475265,0.449428641,0.674203744,0.674203744
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,17,85%,0.820178449,0.440228403,0.671863741,0.671885072
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,17,85%,0.836086404,0.470504112,0.689131212,0.689131212
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,17,85%,0.766621207,0.325397974,0.61316932,0.61316932
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,17,85%,0.808168317,0.355438628,0.635534791,0.635534791
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,17,85%,0.807799443,0.387794797,0.64776319,0.64776319
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,17,85%,0.805289383,0.386995763,0.646720718,0.646744636
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,17,85%,0.824573864,0.415087594,0.663389346,0.663389346
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,17,85%,0.713582778,0.503690304,0.650759768,0.650759768
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,17,85%,0.786017592,0.470198675,0.671096798,0.671096798
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,17,85%,0.774796011,0.519450523,0.68423292,0.68423292
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,17,85%,0.624275318,0.932215878,0.685629117,0.685606409
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,17,85%,0.806416531,0.53021094,0.701465856,0.701465856
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,17,85%,0.265195369,0.800917832,0.680310633,0.599638205
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,17,85%,0.284314615,0.844288793,0.706997675,0.615939399
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,17,85%,0.294310722,0.87432286,0.725036896,0.626002918
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,17,85%,0.291766439,0.873690017,0.724320135,0.624827332
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,17,85%,0.309259921,0.879959308,0.73048063,0.633535931
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,17,85%,0.396960926,0.800917832,0.644211288,0.644211288
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,17,85%,0.424022498,0.844288793,0.661389821,0.661389821
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,17,85%,0.440919037,0.87432286,0.672076343,0.672076343
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,17,85%,0.434518328,0.873690017,0.670574081,0.670595819
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,17,85%,0.46013586,0.879959308,0.688058634,0.688058634
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,18,90%,0.789005033,0.417822729,0.653044488,0.653044488
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,18,90%,0.80989011,0.441997944,0.669118242,0.669108512
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,18,90%,0.826133677,0.441331803,0.674225029,0.674225029
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,18,90%,0.83498452,0.469125065,0.688206645,0.688206645
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,18,90%,0.827688651,0.470290344,0.68617523,0.686138781
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,18,90%,0.564039199,0.904667532,0.602713046,0.602713046
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,18,90%,0.579848225,0.896847156,0.623472845,0.623484556
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,18,90%,0.818940137,0.383237658,0.649253731,0.649253731
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,18,90%,0.597799653,0.897895286,0.646895112,0.646895112
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,18,90%,0.819072502,0.423362593,0.664906558,0.664865777
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,18,90%,0.727512969,0.507961457,0.658853277,0.658853277
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,18,90%,0.760932577,0.517306374,0.677383373,0.677376515
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,18,90%,0.778612616,0.511595867,0.683065442,0.683065442
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,18,90%,0.791414274,0.5226996,0.692468255,0.692468255
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,18,90%,0.795991778,0.522957461,0.694440568,0.694411616
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,18,90%,0.256201736,0.821428571,0.690408238,0.600252853
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,18,90%,0.291723783,0.852315394,0.712518044,0.620571478
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,18,90%,0.286452354,0.878830574,0.726295474,0.62347876
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,18,90%,0.303531049,0.898095728,0.739524055,0.634545138
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,18,90%,0.309588116,0.885990338,0.733809408,0.634813439
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,18,90%,0.896535229,0.821428571,0.649695893,0.649695893
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,18,90%,0.900445511,0.852315394,0.665200049,0.665210127
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,18,90%,0.43673938,0.878830574,0.676234214,0.676234214
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,18,90%,0.910071317,0.898095728,0.682553488,0.682553488
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,18,90%,0.458136394,0.885990338,0.677734188,0.677697113
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,19,95%,0.781432295,0.407640013,0.646814957,0.646822699
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,19,95%,0.803606607,0.430473253,0.662639224,0.662648646
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,19,95%,0.826167455,0.436806613,0.672444425,0.672431609
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,19,95%,0.821059038,0.444627554,0.673862887,0.673862887
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,19,95%,0.818080357,0.46896993,0.682341651,0.682341651
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,19,95%,0.55980823,0.907219165,0.596947663,0.596937619
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,19,95%,0.796006476,0.359201234,0.63357789,0.633589026
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,19,95%,0.806466513,0.379812921,0.644328303,0.644313917
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,19,95%,0.804935767,0.392386289,0.648648649,0.648648649
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,19,95%,0.805997552,0.421305182,0.659948816,0.659948816
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,19,95%,0.597583643,0.915895112,0.649582931,0.64957431
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,19,95%,0.612059735,0.881646238,0.661440002,0.661431065
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,19,95%,0.769533815,0.509897759,0.67858643,0.678577256
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,19,95%,0.775642625,0.512195122,0.682020435,0.682020435
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,19,95%,0.798259089,0.498720409,0.686340371,0.686340371
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,19,95%,0.259695694,0.830262886,0.695753085,0.603314881
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,19,95%,0.289958601,0.858447489,0.715653083,0.621088518
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,19,95%,0.284533391,0.877263581,0.725129681,0.622341872
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,19,95%,0.282630191,0.882201646,0.72755098,0.622445616
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,19,95%,0.298464491,0.886039886,0.732114,0.630038388
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,19,95%,0.890773713,0.830262886,0.640129832,0.640121718
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,19,95%,0.425521552,0.858447489,0.664181231,0.664190917
Problems_in_China,Oversampling,ROS,Naive Bayes,0.83,0.17,19,95%,0.431368284,0.877263581,0.670649877,0.670636863
Problems_in_China,Oversampling,ROS,XGBoost,0.83,0.17,19,95%,0.438365194,0.882201646,0.671720501,0.671720501
Problems_in_China,Oversampling,ROS,Random Forest,0.83,0.17,19,95%,0.46353167,0.886039886,0.679302623,0.679302623
Problems_in_China,Oversampling,ROS,Logistic Regression,0.17,0.83,20,100%,0.771479928,0.395965312,0.639334606,0.639327121
Problems_in_China,Oversampling,ROS,Decision Tree,0.17,0.83,20,100%,0.810638913,0.432449105,0.665715608,0.665715608
Problems_in_China,Oversampling,ROS,Naive Bayes,0.17,0.83,20,100%,0.814620431,0.449059723,0.673429314,0.673417722
Problems_in_China,Oversampling,ROS,XGBoost,0.17,0.83,20,100%,0.826469753,0.455541641,0.679939287,0.679921722
Problems_in_China,Oversampling,ROS,Random Forest,0.17,0.83,20,100%,0.833241303,0.458662614,0.683448597,0.683482753
Problems_in_China,Oversampling,ROS,Logistic Regression,0.33,0.67,20,100%,0.774174353,0.320068885,0.613349733,0.613340714
Problems_in_China,Oversampling,ROS,Decision Tree,0.33,0.67,20,100%,0.789090909,0.368136952,0.63487045,0.63487045
Problems_in_China,Oversampling,ROS,Naive Bayes,0.33,0.67,20,100%,0.80878553,0.388096714,0.648166369,0.648152932
Problems_in_China,Oversampling,ROS,XGBoost,0.33,0.67,20,100%,0.810355781,0.399342517,0.652935702,0.652915851
Problems_in_China,Oversampling,ROS,Random Forest,0.33,0.67,20,100%,0.815337423,0.403951368,0.656244903,0.65628324
Problems_in_China,Oversampling,ROS,Logistic Regression,0.5,0.5,20,100%,0.738623695,0.448244049,0.644807226,0.644801181
Problems_in_China,Oversampling,ROS,Decision Tree,0.5,0.5,20,100%,0.786883117,0.46722702,0.670342381,0.670342381
Problems_in_China,Oversampling,ROS,Naive Bayes,0.5,0.5,20,100%,0.796549368,0.481814424,0.679369546,0.679359339
Problems_in_China,Oversampling,ROS,XGBoost,0.5,0.5,20,100%,0.800567595,0.48575454,0.682363727,0.682348337
Problems_in_China,Oversampling,ROS,Random Forest,0.5,0.5,20,100%,0.630379207,0.899392097,0.686098358,0.686065947
Problems_in_China,Oversampling,ROS,Logistic Regression,0.67,0.33,20,100%,0.271664924,0.796142754,0.678523007,0.601039456
Problems_in_China,Oversampling,ROS,Decision Tree,0.67,0.33,20,100%,0.282695867,0.863807729,0.717493022,0.619062307
Problems_in_China,Oversampling,ROS,Naive Bayes,0.67,0.33,20,100%,0.290245919,0.883889239,0.729637022,0.626039783
Problems_in_China,Oversampling,ROS,XGBoost,0.67,0.33,20,100%,0.286318096,0.897008337,0.736181143,0.626692759
Problems_in_China,Oversampling,ROS,Random Forest,0.67,0.33,20,100%,0.292401216,0.890740741,0.733772479,0.628323963
Problems_in_China,Oversampling,ROS,Logistic Regression,0.83,0.17,20,100%,0.379974168,0.796142754,0.638966048,0.638958083
Problems_in_China,Oversampling,ROS,Decision Tree,0.83,0.17,20,100%,0.422732881,0.863807729,0.662592535,0.662592535
